Date,SKU,ProductName,Category,Cost,Sales,Promotion,Weather,Holiday,Profit
2022-06-19,SKU-101,Pro Carbon Stick,Sticks,150.0,234.8,None,Rain,0,84.8
2022-06-20,SKU-201,Vapor Flex Skates,Skates,300.0,673.15,None,Snow,1,373.15
2022-06-20,SKU-101,Pro Carbon Stick,Sticks,150.0,269.79,10% Off,Snow,0,119.79
2022-06-20,SKU-301,AeroLite Helmet,Helmets,80.0,180.83,10% Off,Rain,0,100.83
2022-06-21,SKU-201,Vapor Flex Skates,Skates,300.0,611.19,10% Off,Sunny,0,311.19
2022-06-22,SKU-101,Pro Carbon Stick,Sticks,150.0,308.79,None,Rain,1,158.79
2022-06-22,SKU-201,Vapor Flex Skates,Skates,300.0,487.05,None,Snow,0,187.05
2022-06-23,SKU-101,Pro Carbon Stick,Sticks,150.0,274.21,None,Sunny,1,124.21
2022-06-23,SKU-301,AeroLite Helmet,Helmets,80.0,129.13,None,Sunny,0,49.13
2022-06-23,SKU-101,Pro Carbon Stick,Sticks,150.0,353.0,None,Rain,0,203.0
2022-06-23,SKU-301,AeroLite Helmet,Helmets,80.0,194.14,None,Snow,0,114.14
2022-06-24,SKU-201,Vapor Flex Skates,Skates,300.0,529.41,None,Rain,0,229.41
2022-06-25,SKU-301,AeroLite Helmet,Helmets,80.0,165.27,None,Rain,0,85.27
2022-06-25,SKU-201,Vapor Flex Skates,Skates,300.0,568.27,None,Rain,1,268.27
2022-06-26,SKU-401,Stealth Pro Gloves,Gloves,90.0,192.52,None,Sunny,0,102.52
2022-06-26,SKU-101,Pro Carbon Stick,Sticks,150.0,246.17,None,Snow,1,96.17
2022-06-27,SKU-101,Pro Carbon Stick,Sticks,150.0,261.34,None,Rain,1,111.34
2022-06-29,SKU-101,Pro Carbon Stick,Sticks,150.0,280.22,None,Rain,0,130.22
2022-06-29,SKU-101,Pro Carbon Stick,Sticks,150.0,313.13,None,Sunny,1,163.13
2022-06-30,SKU-101,Pro Carbon Stick,Sticks,150.0,307.72,10% Off,Snow,0,157.72
2022-06-30,SKU-201,Vapor Flex Skates,Skates,300.0,498.93,None,Sunny,0,198.93
2022-07-01,SKU-101,Pro Carbon Stick,Sticks,150.0,280.43,None,Rain,0,130.43
2022-07-02,SKU-101,Pro Carbon Stick,Sticks,150.0,260.08,None,Rain,0,110.08
2022-07-02,SKU-201,Vapor Flex Skates,Skates,300.0,643.7,10% Off,Snow,0,343.7
2022-07-02,SKU-401,Stealth Pro Gloves,Gloves,90.0,179.48,10% Off,Rain,0,89.48
2022-07-05,SKU-401,Stealth Pro Gloves,Gloves,90.0,172.85,10% Off,Snow,0,82.85
2022-07-08,SKU-301,AeroLite Helmet,Helmets,80.0,196.4,10% Off,Snow,0,116.4
2022-07-08,SKU-401,Stealth Pro Gloves,Gloves,90.0,182.0,None,Snow,0,92.0
2022-07-10,SKU-301,AeroLite Helmet,Helmets,80.0,130.53,None,Sunny,0,50.53
2022-07-10,SKU-401,Stealth Pro Gloves,Gloves,90.0,159.14,None,Snow,1,69.14
2022-07-11,SKU-201,Vapor Flex Skates,Skates,300.0,687.62,10% Off,Sunny,0,387.62
2022-07-12,SKU-401,Stealth Pro Gloves,Gloves,90.0,221.89,None,Sunny,0,131.89
2022-07-14,SKU-401,Stealth Pro Gloves,Gloves,90.0,204.34,10% Off,Sunny,1,114.34
2022-07-14,SKU-101,Pro Carbon Stick,Sticks,150.0,345.36,None,Sunny,0,195.36
2022-07-14,SKU-201,Vapor Flex Skates,Skates,300.0,628.74,None,Snow,0,328.74
2022-07-15,SKU-301,AeroLite Helmet,Helmets,80.0,176.58,None,Sunny,0,96.58
2022-07-15,SKU-201,Vapor Flex Skates,Skates,300.0,537.95,None,Snow,0,237.95
2022-07-15,SKU-301,AeroLite Helmet,Helmets,80.0,124.16,None,Rain,0,44.16
2022-07-16,SKU-301,AeroLite Helmet,Helmets,80.0,141.7,None,Rain,1,61.7
2022-07-16,SKU-201,Vapor Flex Skates,Skates,300.0,606.69,None,Rain,0,306.69
2022-07-18,SKU-201,Vapor Flex Skates,Skates,300.0,560.04,None,Sunny,0,260.04
2022-07-21,SKU-201,Vapor Flex Skates,Skates,300.0,568.68,None,Snow,0,268.68
2022-07-22,SKU-101,Pro Carbon Stick,Sticks,150.0,322.13,None,Rain,0,172.13
2022-07-23,SKU-101,Pro Carbon Stick,Sticks,150.0,372.09,None,Rain,0,222.09
2022-07-24,SKU-301,AeroLite Helmet,Helmets,80.0,140.72,None,Rain,0,60.72
2022-07-25,SKU-101,Pro Carbon Stick,Sticks,150.0,336.04,None,Snow,0,186.04
2022-07-25,SKU-101,Pro Carbon Stick,Sticks,150.0,256.45,10% Off,Sunny,0,106.45
2022-07-27,SKU-101,Pro Carbon Stick,Sticks,150.0,309.42,None,Rain,0,159.42
2022-07-29,SKU-101,Pro Carbon Stick,Sticks,150.0,252.69,10% Off,Sunny,0,102.69
2022-07-31,SKU-101,Pro Carbon Stick,Sticks,150.0,336.07,None,Rain,0,186.07
2022-07-31,SKU-401,Stealth Pro Gloves,Gloves,90.0,223.36,None,Sunny,0,133.36
2022-07-31,SKU-101,Pro Carbon Stick,Sticks,150.0,374.45,None,Snow,1,224.45
2022-08-02,SKU-401,Stealth Pro Gloves,Gloves,90.0,154.18,None,Rain,0,64.18
2022-08-02,SKU-201,Vapor Flex Skates,Skates,300.0,556.67,None,Sunny,0,256.67
2022-08-03,SKU-301,AeroLite Helmet,Helmets,80.0,137.23,None,Rain,0,57.23
2022-08-03,SKU-201,Vapor Flex Skates,Skates,300.0,643.77,10% Off,Sunny,0,343.77
2022-08-05,SKU-101,Pro Carbon Stick,Sticks,150.0,369.08,None,Rain,0,219.08
2022-08-07,SKU-401,Stealth Pro Gloves,Gloves,90.0,144.94,10% Off,Snow,0,54.94
2022-08-07,SKU-301,AeroLite Helmet,Helmets,80.0,150.48,10% Off,Snow,0,70.48
2022-08-08,SKU-401,Stealth Pro Gloves,Gloves,90.0,181.37,None,Snow,0,91.37
2022-08-08,SKU-301,AeroLite Helmet,Helmets,80.0,166.29,None,Sunny,0,86.29
2022-08-09,SKU-401,Stealth Pro Gloves,Gloves,90.0,139.25,10% Off,Sunny,0,49.25
2022-08-10,SKU-201,Vapor Flex Skates,Skates,300.0,613.06,None,Snow,0,313.06
2022-08-11,SKU-101,Pro Carbon Stick,Sticks,150.0,316.92,None,Snow,0,166.92
2022-08-14,SKU-301,AeroLite Helmet,Helmets,80.0,193.02,None,Rain,0,113.02
2022-08-14,SKU-401,Stealth Pro Gloves,Gloves,90.0,171.74,10% Off,Rain,0,81.74
2022-08-15,SKU-101,Pro Carbon Stick,Sticks,150.0,330.41,10% Off,Sunny,0,180.41
2022-08-15,SKU-401,Stealth Pro Gloves,Gloves,90.0,136.37,None,Sunny,0,46.37
2022-08-16,SKU-301,AeroLite Helmet,Helmets,80.0,138.04,None,Snow,0,58.04
2022-08-17,SKU-301,AeroLite Helmet,Helmets,80.0,156.93,None,Sunny,0,76.93
2022-08-18,SKU-201,Vapor Flex Skates,Skates,300.0,483.75,10% Off,Sunny,0,183.75
2022-08-20,SKU-201,Vapor Flex Skates,Skates,300.0,727.63,None,Sunny,0,427.63
2022-08-21,SKU-201,Vapor Flex Skates,Skates,300.0,571.13,None,Rain,0,271.13
2022-08-21,SKU-201,Vapor Flex Skates,Skates,300.0,729.89,10% Off,Rain,0,429.89
2022-08-21,SKU-301,AeroLite Helmet,Helmets,80.0,153.47,10% Off,Rain,0,73.47
2022-08-22,SKU-401,Stealth Pro Gloves,Gloves,90.0,215.51,None,Sunny,0,125.51
2022-08-22,SKU-101,Pro Carbon Stick,Sticks,150.0,314.95,None,Snow,0,164.95
2022-08-22,SKU-101,Pro Carbon Stick,Sticks,150.0,281.29,None,Rain,0,131.29
2022-08-25,SKU-101,Pro Carbon Stick,Sticks,150.0,347.86,None,Sunny,0,197.86
2022-08-28,SKU-201,Vapor Flex Skates,Skates,300.0,565.65,None,Rain,0,265.65
2022-08-29,SKU-101,Pro Carbon Stick,Sticks,150.0,307.05,None,Snow,0,157.05
2022-08-29,SKU-401,Stealth Pro Gloves,Gloves,90.0,158.6,None,Sunny,0,68.6
2022-08-30,SKU-201,Vapor Flex Skates,Skates,300.0,619.51,None,Rain,0,319.51
2022-08-30,SKU-101,Pro Carbon Stick,Sticks,150.0,285.81,None,Sunny,0,135.81
2022-08-30,SKU-301,AeroLite Helmet,Helmets,80.0,169.96,10% Off,Sunny,0,89.96
2022-08-31,SKU-101,Pro Carbon Stick,Sticks,150.0,225.63,None,Snow,0,75.63
2022-08-31,SKU-201,Vapor Flex Skates,Skates,300.0,571.85,None,Snow,0,271.85
2022-08-31,SKU-201,Vapor Flex Skates,Skates,300.0,479.45,10% Off,Snow,0,179.45
2022-08-31,SKU-301,AeroLite Helmet,Helmets,80.0,138.19,None,Rain,0,58.19
2022-09-01,SKU-401,Stealth Pro Gloves,Gloves,90.0,141.14,10% Off,Rain,0,51.14
2022-09-01,SKU-101,Pro Carbon Stick,Sticks,150.0,238.46,None,Rain,0,88.46
2022-09-02,SKU-301,AeroLite Helmet,Helmets,80.0,193.61,None,Rain,1,113.61
2022-09-03,SKU-101,Pro Carbon Stick,Sticks,150.0,297.76,None,Sunny,0,147.76
2022-09-03,SKU-101,Pro Carbon Stick,Sticks,150.0,226.04,None,Snow,0,76.04
2022-09-04,SKU-101,Pro Carbon Stick,Sticks,150.0,258.24,None,Rain,0,108.24
2022-09-04,SKU-301,AeroLite Helmet,Helmets,80.0,193.09,10% Off,Rain,0,113.09
2022-09-04,SKU-101,Pro Carbon Stick,Sticks,150.0,350.33,None,Sunny,0,200.33
2022-09-04,SKU-301,AeroLite Helmet,Helmets,80.0,138.69,10% Off,Rain,0,58.69
2022-09-05,SKU-301,AeroLite Helmet,Helmets,80.0,166.36,None,Rain,0,86.36
2022-09-06,SKU-301,AeroLite Helmet,Helmets,80.0,146.27,None,Sunny,0,66.27
2022-09-07,SKU-301,AeroLite Helmet,Helmets,80.0,124.2,None,Rain,0,44.2
2022-09-08,SKU-201,Vapor Flex Skates,Skates,300.0,709.12,10% Off,Rain,0,409.12
2022-09-08,SKU-201,Vapor Flex Skates,Skates,300.0,638.54,None,Sunny,0,338.54
2022-09-08,SKU-301,AeroLite Helmet,Helmets,80.0,179.83,None,Rain,0,99.83
2022-09-09,SKU-401,Stealth Pro Gloves,Gloves,90.0,141.9,None,Rain,0,51.9
2022-09-09,SKU-201,Vapor Flex Skates,Skates,300.0,604.94,10% Off,Sunny,0,304.94
2022-09-09,SKU-401,Stealth Pro Gloves,Gloves,90.0,175.03,None,Snow,0,85.03
2022-09-10,SKU-401,Stealth Pro Gloves,Gloves,90.0,150.54,None,Rain,0,60.54
2022-09-13,SKU-301,AeroLite Helmet,Helmets,80.0,160.25,None,Snow,0,80.25
2022-09-13,SKU-101,Pro Carbon Stick,Sticks,150.0,280.11,None,Rain,0,130.11
2022-09-14,SKU-301,AeroLite Helmet,Helmets,80.0,194.61,10% Off,Snow,0,114.61
2022-09-14,SKU-201,Vapor Flex Skates,Skates,300.0,531.2,None,Rain,0,231.2
2022-09-15,SKU-301,AeroLite Helmet,Helmets,80.0,174.9,None,Snow,0,94.9
2022-09-16,SKU-101,Pro Carbon Stick,Sticks,150.0,351.36,None,Sunny,0,201.36
2022-09-16,SKU-401,Stealth Pro Gloves,Gloves,90.0,165.55,None,Rain,0,75.55
2022-09-17,SKU-301,AeroLite Helmet,Helmets,80.0,138.27,None,Rain,0,58.27
2022-09-18,SKU-101,Pro Carbon Stick,Sticks,150.0,296.58,None,Rain,0,146.58
2022-09-18,SKU-301,AeroLite Helmet,Helmets,80.0,159.7,None,Sunny,0,79.7
2022-09-18,SKU-201,Vapor Flex Skates,Skates,300.0,723.46,None,Snow,0,423.46
2022-09-19,SKU-201,Vapor Flex Skates,Skates,300.0,594.97,None,Snow,0,294.97
2022-09-19,SKU-101,Pro Carbon Stick,Sticks,150.0,240.5,None,Rain,0,90.5
2022-09-21,SKU-401,Stealth Pro Gloves,Gloves,90.0,183.55,10% Off,Rain,0,93.55
2022-09-21,SKU-201,Vapor Flex Skates,Skates,300.0,664.23,None,Snow,0,364.23
2022-09-22,SKU-401,Stealth Pro Gloves,Gloves,90.0,185.46,None,Rain,0,95.46
2022-09-22,SKU-101,Pro Carbon Stick,Sticks,150.0,284.1,None,Sunny,0,134.1
2022-09-23,SKU-401,Stealth Pro Gloves,Gloves,90.0,194.59,None,Sunny,0,104.59
2022-09-24,SKU-401,Stealth Pro Gloves,Gloves,90.0,205.26,None,Rain,0,115.26
2022-09-24,SKU-401,Stealth Pro Gloves,Gloves,90.0,218.87,10% Off,Sunny,0,128.87
2022-09-24,SKU-401,Stealth Pro Gloves,Gloves,90.0,212.91,None,Sunny,0,122.91
2022-09-25,SKU-301,AeroLite Helmet,Helmets,80.0,136.07,None,Snow,0,56.07
2022-09-25,SKU-101,Pro Carbon Stick,Sticks,150.0,324.63,10% Off,Rain,0,174.63
2022-09-25,SKU-301,AeroLite Helmet,Helmets,80.0,140.03,None,Snow,0,60.03
2022-09-25,SKU-301,AeroLite Helmet,Helmets,80.0,172.68,None,Snow,0,92.68
2022-09-28,SKU-201,Vapor Flex Skates,Skates,300.0,712.07,None,Sunny,0,412.07
2022-09-28,SKU-401,Stealth Pro Gloves,Gloves,90.0,222.61,None,Sunny,0,132.61
2022-09-29,SKU-401,Stealth Pro Gloves,Gloves,90.0,212.31,None,Rain,0,122.31
2022-09-29,SKU-101,Pro Carbon Stick,Sticks,150.0,285.66,None,Rain,0,135.66
2022-09-30,SKU-201,Vapor Flex Skates,Skates,300.0,704.1,None,Sunny,0,404.1
2022-10-01,SKU-101,Pro Carbon Stick,Sticks,150.0,352.82,None,Rain,0,202.82
2022-10-01,SKU-301,AeroLite Helmet,Helmets,80.0,183.72,None,Snow,0,103.72
2022-10-03,SKU-101,Pro Carbon Stick,Sticks,150.0,229.12,None,Snow,0,79.12
2022-10-03,SKU-101,Pro Carbon Stick,Sticks,150.0,315.77,None,Rain,0,165.77
2022-10-03,SKU-301,AeroLite Helmet,Helmets,80.0,191.45,None,Snow,0,111.45
2022-10-07,SKU-101,Pro Carbon Stick,Sticks,150.0,260.02,None,Snow,0,110.02
2022-10-08,SKU-201,Vapor Flex Skates,Skates,300.0,463.13,None,Rain,0,163.13
2022-10-08,SKU-301,AeroLite Helmet,Helmets,80.0,154.45,None,Sunny,0,74.45
2022-10-10,SKU-401,Stealth Pro Gloves,Gloves,90.0,207.96,None,Sunny,0,117.96
2022-10-10,SKU-101,Pro Carbon Stick,Sticks,150.0,312.93,10% Off,Sunny,0,162.93
2022-10-12,SKU-401,Stealth Pro Gloves,Gloves,90.0,146.04,None,Rain,0,56.04
2022-10-12,SKU-301,AeroLite Helmet,Helmets,80.0,191.64,10% Off,Rain,0,111.64
2022-10-13,SKU-401,Stealth Pro Gloves,Gloves,90.0,197.05,None,Rain,0,107.05
2022-10-16,SKU-101,Pro Carbon Stick,Sticks,150.0,356.5,None,Snow,0,206.5
2022-10-18,SKU-101,Pro Carbon Stick,Sticks,150.0,281.05,None,Snow,0,131.05
2022-10-20,SKU-201,Vapor Flex Skates,Skates,300.0,736.31,None,Snow,0,436.31
2022-10-20,SKU-101,Pro Carbon Stick,Sticks,150.0,283.09,None,Snow,0,133.09
2022-10-22,SKU-201,Vapor Flex Skates,Skates,300.0,649.45,None,Rain,0,349.45
2022-10-22,SKU-301,AeroLite Helmet,Helmets,80.0,141.08,None,Rain,1,61.08
2022-10-23,SKU-201,Vapor Flex Skates,Skates,300.0,727.68,10% Off,Sunny,0,427.68
2022-10-23,SKU-101,Pro Carbon Stick,Sticks,150.0,329.04,10% Off,Rain,0,179.04
2022-10-23,SKU-301,AeroLite Helmet,Helmets,80.0,198.84,None,Sunny,0,118.84
2022-10-24,SKU-201,Vapor Flex Skates,Skates,300.0,576.62,None,Snow,0,276.62
2022-10-24,SKU-201,Vapor Flex Skates,Skates,300.0,685.27,None,Rain,0,385.27
2022-10-25,SKU-201,Vapor Flex Skates,Skates,300.0,459.81,None,Snow,0,159.81
2022-10-25,SKU-201,Vapor Flex Skates,Skates,300.0,731.82,None,Snow,0,431.82
2022-10-26,SKU-201,Vapor Flex Skates,Skates,300.0,628.85,10% Off,Sunny,0,328.85
2022-10-26,SKU-301,AeroLite Helmet,Helmets,80.0,137.4,None,Sunny,1,57.4
2022-10-28,SKU-101,Pro Carbon Stick,Sticks,150.0,226.57,10% Off,Snow,0,76.57
2022-10-29,SKU-301,AeroLite Helmet,Helmets,80.0,182.18,10% Off,Snow,0,102.18
2022-10-29,SKU-201,Vapor Flex Skates,Skates,300.0,556.55,None,Snow,0,256.55
2022-10-30,SKU-101,Pro Carbon Stick,Sticks,150.0,342.66,None,Rain,0,192.66
2022-10-30,SKU-401,Stealth Pro Gloves,Gloves,90.0,185.26,None,Sunny,0,95.26
2022-10-31,SKU-301,AeroLite Helmet,Helmets,80.0,159.66,None,Sunny,0,79.66
2022-11-03,SKU-301,AeroLite Helmet,Helmets,80.0,145.06,10% Off,Snow,0,65.06
2022-11-03,SKU-401,Stealth Pro Gloves,Gloves,90.0,187.66,None,Sunny,0,97.66
2022-11-05,SKU-101,Pro Carbon Stick,Sticks,150.0,292.67,None,Sunny,0,142.67
2022-11-05,SKU-401,Stealth Pro Gloves,Gloves,90.0,138.43,10% Off,Sunny,0,48.43
2022-11-05,SKU-201,Vapor Flex Skates,Skates,300.0,734.03,None,Snow,0,434.03
2022-11-07,SKU-401,Stealth Pro Gloves,Gloves,90.0,205.6,None,Snow,0,115.6
2022-11-08,SKU-201,Vapor Flex Skates,Skates,300.0,601.41,10% Off,Rain,0,301.41
2022-11-10,SKU-401,Stealth Pro Gloves,Gloves,90.0,208.14,None,Snow,0,118.14
2022-11-10,SKU-101,Pro Carbon Stick,Sticks,150.0,230.25,None,Snow,0,80.25
2022-11-11,SKU-401,Stealth Pro Gloves,Gloves,90.0,152.26,None,Rain,0,62.26
2022-11-13,SKU-401,Stealth Pro Gloves,Gloves,90.0,219.91,None,Snow,0,129.91
2022-11-17,SKU-101,Pro Carbon Stick,Sticks,150.0,290.57,None,Snow,0,140.57
2022-11-18,SKU-201,Vapor Flex Skates,Skates,300.0,503.73,None,Rain,0,203.73
2022-11-18,SKU-101,Pro Carbon Stick,Sticks,150.0,327.11,10% Off,Sunny,0,177.11
2022-11-19,SKU-401,Stealth Pro Gloves,Gloves,90.0,173.72,10% Off,Snow,0,83.72
2022-11-20,SKU-401,Stealth Pro Gloves,Gloves,90.0,192.32,None,Snow,1,102.32
2022-11-22,SKU-301,AeroLite Helmet,Helmets,80.0,189.23,10% Off,Snow,0,109.23
2022-11-22,SKU-201,Vapor Flex Skates,Skates,300.0,739.68,None,Snow,0,439.68
2022-11-24,SKU-401,Stealth Pro Gloves,Gloves,90.0,137.07,None,Rain,0,47.07
2022-11-24,SKU-401,Stealth Pro Gloves,Gloves,90.0,175.2,None,Sunny,0,85.2
2022-11-25,SKU-201,Vapor Flex Skates,Skates,300.0,711.26,None,Rain,0,411.26
2022-11-25,SKU-301,AeroLite Helmet,Helmets,80.0,188.33,None,Sunny,0,108.33
2022-11-26,SKU-201,Vapor Flex Skates,Skates,300.0,639.21,None,Snow,0,339.21
2022-11-26,SKU-101,Pro Carbon Stick,Sticks,150.0,301.81,None,Rain,0,151.81
2022-11-27,SKU-201,Vapor Flex Skates,Skates,300.0,697.56,10% Off,Rain,0,397.56
2022-11-27,SKU-401,Stealth Pro Gloves,Gloves,90.0,213.07,None,Sunny,0,123.07
2022-11-28,SKU-401,Stealth Pro Gloves,Gloves,90.0,182.05,10% Off,Sunny,0,92.05
2022-11-29,SKU-201,Vapor Flex Skates,Skates,300.0,604.0,None,Sunny,0,304.0
2022-11-30,SKU-201,Vapor Flex Skates,Skates,300.0,743.59,None,Snow,0,443.59
2022-11-30,SKU-301,AeroLite Helmet,Helmets,80.0,199.43,None,Snow,0,119.43
2022-11-30,SKU-101,Pro Carbon Stick,Sticks,150.0,273.69,None,Rain,0,123.69
2022-12-01,SKU-101,Pro Carbon Stick,Sticks,150.0,286.0,None,Rain,0,136.0
2022-12-02,SKU-301,AeroLite Helmet,Helmets,80.0,163.42,None,Rain,0,83.42
2022-12-03,SKU-101,Pro Carbon Stick,Sticks,150.0,266.04,10% Off,Rain,0,116.04
2022-12-05,SKU-101,Pro Carbon Stick,Sticks,150.0,306.77,None,Sunny,0,156.77
2022-12-05,SKU-401,Stealth Pro Gloves,Gloves,90.0,179.93,10% Off,Rain,0,89.93
2022-12-06,SKU-401,Stealth Pro Gloves,Gloves,90.0,163.95,10% Off,Rain,0,73.95
2022-12-06,SKU-201,Vapor Flex Skates,Skates,300.0,649.84,None,Rain,0,349.84
2022-12-06,SKU-201,Vapor Flex Skates,Skates,300.0,502.3,None,Sunny,0,202.3
2022-12-07,SKU-401,Stealth Pro Gloves,Gloves,90.0,167.63,None,Sunny,0,77.63
2022-12-08,SKU-101,Pro Carbon Stick,Sticks,150.0,261.86,None,Sunny,0,111.86
2022-12-09,SKU-401,Stealth Pro Gloves,Gloves,90.0,199.42,None,Rain,0,109.42
2022-12-09,SKU-201,Vapor Flex Skates,Skates,300.0,746.34,10% Off,Rain,0,446.34
2022-12-09,SKU-301,AeroLite Helmet,Helmets,80.0,122.54,None,Rain,0,42.54
2022-12-11,SKU-101,Pro Carbon Stick,Sticks,150.0,371.1,10% Off,Sunny,0,221.1
2022-12-11,SKU-101,Pro Carbon Stick,Sticks,150.0,318.2,10% Off,Snow,0,168.2
2022-12-12,SKU-401,Stealth Pro Gloves,Gloves,90.0,152.26,None,Snow,0,62.26
2022-12-13,SKU-201,Vapor Flex Skates,Skates,300.0,720.97,None,Rain,0,420.97
2022-12-15,SKU-101,Pro Carbon Stick,Sticks,150.0,238.17,None,Rain,0,88.17
2022-12-16,SKU-301,AeroLite Helmet,Helmets,80.0,198.46,None,Rain,0,118.46
2022-12-16,SKU-301,AeroLite Helmet,Helmets,80.0,156.45,None,Snow,0,76.45
2022-12-17,SKU-301,AeroLite Helmet,Helmets,80.0,155.94,10% Off,Sunny,0,75.94
2022-12-17,SKU-401,Stealth Pro Gloves,Gloves,90.0,171.52,None,Rain,0,81.52
2022-12-17,SKU-301,AeroLite Helmet,Helmets,80.0,195.02,None,Snow,0,115.02
2022-12-18,SKU-401,Stealth Pro Gloves,Gloves,90.0,165.18,10% Off,Sunny,0,75.18
2022-12-18,SKU-101,Pro Carbon Stick,Sticks,150.0,244.78,10% Off,Rain,0,94.78
2022-12-18,SKU-101,Pro Carbon Stick,Sticks,150.0,289.42,None,Rain,1,139.42
2022-12-19,SKU-301,AeroLite Helmet,Helmets,80.0,198.48,None,Snow,0,118.48
2022-12-20,SKU-201,Vapor Flex Skates,Skates,300.0,633.22,None,Sunny,0,333.22
2022-12-21,SKU-201,Vapor Flex Skates,Skates,300.0,555.39,None,Rain,0,255.39
2022-12-22,SKU-101,Pro Carbon Stick,Sticks,150.0,238.31,None,Snow,0,88.31
2022-12-23,SKU-101,Pro Carbon Stick,Sticks,150.0,234.65,None,Rain,0,84.65
2022-12-23,SKU-401,Stealth Pro Gloves,Gloves,90.0,215.69,None,Sunny,0,125.69
2022-12-24,SKU-201,Vapor Flex Skates,Skates,300.0,465.88,None,Sunny,1,165.88
2022-12-27,SKU-301,AeroLite Helmet,Helmets,80.0,193.85,None,Sunny,0,113.85
2022-12-27,SKU-201,Vapor Flex Skates,Skates,300.0,461.06,None,Rain,1,161.06
2022-12-27,SKU-401,Stealth Pro Gloves,Gloves,90.0,160.2,None,Rain,0,70.2
2022-12-28,SKU-201,Vapor Flex Skates,Skates,300.0,626.22,None,Snow,0,326.22
2022-12-29,SKU-401,Stealth Pro Gloves,Gloves,90.0,176.59,None,Rain,0,86.59
2022-12-30,SKU-201,Vapor Flex Skates,Skates,300.0,496.49,10% Off,Rain,0,196.49
2023-01-01,SKU-101,Pro Carbon Stick,Sticks,150.0,324.17,None,Sunny,0,174.17
2023-01-01,SKU-301,AeroLite Helmet,Helmets,80.0,127.71,None,Snow,0,47.71
2023-01-02,SKU-301,AeroLite Helmet,Helmets,80.0,136.62,None,Sunny,0,56.62
2023-01-02,SKU-301,AeroLite Helmet,Helmets,80.0,147.76,None,Snow,0,67.76
2023-01-03,SKU-101,Pro Carbon Stick,Sticks,150.0,307.61,None,Sunny,0,157.61
2023-01-05,SKU-201,Vapor Flex Skates,Skates,300.0,670.97,None,Snow,0,370.97
2023-01-05,SKU-301,AeroLite Helmet,Helmets,80.0,130.49,None,Sunny,0,50.49
2023-01-06,SKU-301,AeroLite Helmet,Helmets,80.0,145.08,None,Sunny,0,65.08
